6239 = number of voxels
2 = number of ROIs
X-MNI,Y-MNI,Z-MNI,Lobe,Structure,Brodmann area,ROI-number [1...2] (if zero then not included in any ROI)
10,30,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
10,35,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
10,40,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
10,45,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
15,-75,50,Parietal Lobe,Precuneus,Brodmann area 7,0
15,-70,50,Parietal Lobe,Precuneus,Brodmann area 7,0
15,-65,50,Parietal Lobe,Precuneus,Brodmann area 7,0
15,-60,50,Parietal Lobe,Precuneus,Brodmann area 7,0
15,-55,50,Parietal Lobe,Precuneus,Brodmann area 7,0
15,-50,50,Parietal Lobe,Precuneus,Brodmann area 7,0
15,-45,50,Parietal Lobe,Precuneus,Brodmann area 7,0
15,-40,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
15,-35,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
15,-15,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
15,-10,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
15,-5,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
15,5,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
15,10,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 32,0
15,45,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
20,-75,50,Parietal Lobe,Precuneus,Brodmann area 7,0
20,-70,50,Parietal Lobe,Precuneus,Brodmann area 7,0
20,-65,50,Parietal Lobe,Precuneus,Brodmann area 7,0
20,-45,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
20,5,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
20,15,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
20,20,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
20,25,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
20,40,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
25,-75,50,Parietal Lobe,Precuneus,Brodmann area 7,0
25,-70,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
25,-65,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
25,-60,50,Parietal Lobe,Precuneus,Brodmann area 7,0
25,-35,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
25,-30,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
25,-15,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,0
25,-10,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
25,-5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
25,0,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
25,15,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,0
25,20,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,0
25,25,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
25,30,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
25,35,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
30,-70,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
30,-65,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
30,-60,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
30,-55,50,Parietal Lobe,Precuneus,Brodmann area 7,0
30,-50,50,Parietal Lobe,Precuneus,Brodmann area 7,0
30,-35,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
30,-30,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
30,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
30,-20,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
30,-15,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
30,-10,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
30,-5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
30,0,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
30,5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
30,10,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
30,15,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,0
30,20,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,0
30,30,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,0
30,35,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,0
35,-70,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
35,-60,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
35,-55,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 40,0
35,-50,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
35,-45,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
35,-30,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
35,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
35,-20,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
35,-15,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,0
35,-10,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
35,5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
35,15,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,0
35,20,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,0
35,25,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,0
35,30,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,0
40,-65,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
40,-60,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
40,-55,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
40,-50,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
40,-45,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
40,-40,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
40,-30,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,0
40,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
40,-20,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
40,-15,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
40,-10,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,0
40,-5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
40,0,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
40,20,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,0
40,25,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,0
45,-65,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
45,-60,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
45,-55,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
45,-50,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
45,-45,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
45,-40,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
45,-35,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
45,-30,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,0
45,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,0
45,-20,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
45,-15,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
45,-5,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,0
45,0,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
45,20,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,0
50,-55,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
50,-50,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
50,-45,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
50,-40,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
50,-35,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,0
50,-30,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
50,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,0
50,-20,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
50,-15,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
50,-10,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
50,0,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,0
50,5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
55,-50,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
55,-45,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
55,-40,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
55,-35,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,0
55,-30,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,0
55,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,0
55,-20,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 1,0
55,-15,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
55,-10,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
55,0,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,0
60,-35,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
60,-30,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,0
60,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,0
-55,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,0
-50,-50,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-50,-45,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-50,-40,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-50,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,0
-50,-30,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,0
-50,-25,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 1,0
-50,-20,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
-50,-15,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
-45,-55,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-45,-50,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-45,-45,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-45,-40,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-45,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,0
-45,-30,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,0
-45,-20,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
-45,-15,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
-45,-5,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,0
-45,0,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
-45,5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
-45,10,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
-40,-60,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
-40,-55,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-40,-50,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-40,-45,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-40,-40,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-40,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,0
-40,-30,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
-40,-25,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
-40,-20,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
-40,-15,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
-40,-10,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,0
-40,-5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
-40,0,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
-40,10,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
-40,15,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
-35,-65,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
-35,-60,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
-35,-55,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-35,-50,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-35,-45,55,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-35,-40,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,0
-35,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
-35,-30,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
-35,-25,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
-35,-20,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
-35,-15,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
-35,-10,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,0
-35,-5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
-35,0,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
-35,5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
-35,10,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
-35,15,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
-35,20,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
-30,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
-30,-65,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
-30,-60,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
-30,-55,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
-30,-50,55,Parietal Lobe,Precuneus,Brodmann area 7,0
-30,-40,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,0
-30,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
-30,-30,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
-30,-10,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,0
-30,-5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
-30,0,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
-30,5,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
-30,20,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
-30,25,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
-25,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
-25,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,0
-25,-50,55,Parietal Lobe,Sub-Gyral,Brodmann area 7,0
-25,-45,55,Parietal Lobe,Sub-Gyral,Brodmann area 40,0
-25,-40,55,Parietal Lobe,Sub-Gyral,Brodmann area 40,0
-25,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
-25,-30,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
-25,-20,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,0
-25,-15,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,0
-25,-10,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
-25,20,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
-25,25,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
-25,30,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
-20,-75,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
-20,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
-20,-65,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
-20,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,0
-20,-55,55,Parietal Lobe,Sub-Gyral,Brodmann area 7,0
-20,-50,55,Parietal Lobe,Sub-Gyral,Brodmann area 7,0
-20,-45,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
-20,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
-20,-30,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
-20,-25,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
-20,5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
-20,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,0
-20,25,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
-20,30,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
-15,-75,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
-15,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
-15,-65,55,Parietal Lobe,Precuneus,Brodmann area 7,0
-15,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,0
-15,-55,55,Parietal Lobe,Precuneus,Brodmann area 7,0
-15,-50,55,Parietal Lobe,Precuneus,Brodmann area 7,0
-15,-45,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
-15,-40,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
-15,-35,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
-15,-15,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
-15,-10,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
-15,5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
-15,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,0
-15,30,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
-15,35,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
-10,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
-10,-65,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
-10,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,0
-10,-55,55,Parietal Lobe,Precuneus,Brodmann area 7,0
-10,-50,55,Parietal Lobe,Precuneus,Brodmann area 7,0
-10,-45,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
-10,-40,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
-10,-30,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
-10,-25,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
-10,-15,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
-10,-10,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
-10,5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
-10,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,0
-5,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
-5,-65,55,Parietal Lobe,Precuneus,Brodmann area 7,0
-5,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,0
-5,-55,55,Parietal Lobe,Precuneus,Brodmann area 7,0
-5,-50,55,Parietal Lobe,Precuneus,Brodmann area 7,0
-5,-45,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
-5,-40,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
-5,-35,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
-5,-30,55,Frontal Lobe,Paracentral Lobule,Brodmann area 6,0
-5,-25,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
-5,-20,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
-5,-15,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
-5,-10,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
-5,-5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
-5,0,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
-5,5,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,0
-5,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,0
-5,15,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
-5,25,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
-5,30,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
-5,35,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
0,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,0
0,-40,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
0,-35,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
0,-30,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
0,-25,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
0,-20,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
0,-10,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
0,-5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
0,5,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,0
0,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,0
0,15,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
0,20,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
0,30,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
5,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
5,-65,55,Parietal Lobe,Precuneus,Brodmann area 7,0
5,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,0
5,-55,55,Parietal Lobe,Precuneus,Brodmann area 7,0
5,-50,55,Parietal Lobe,Precuneus,Brodmann area 7,0
5,-45,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
5,-40,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
5,-35,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
5,-30,55,Frontal Lobe,Paracentral Lobule,Brodmann area 6,0
5,-25,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
5,-20,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
5,-15,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
5,-10,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
5,-5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
5,0,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
5,5,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,0
5,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,0
5,15,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
5,20,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
5,25,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
5,30,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
5,35,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
5,40,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
10,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
10,-65,55,Parietal Lobe,Precuneus,Brodmann area 7,0
10,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,0
10,-55,55,Parietal Lobe,Precuneus,Brodmann area 7,0
10,-50,55,Parietal Lobe,Precuneus,Brodmann area 7,0
10,-45,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
10,-40,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
10,-30,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
10,-25,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
10,-15,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
10,5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
10,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,0
15,-75,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
15,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
15,-65,55,Parietal Lobe,Precuneus,Brodmann area 7,0
15,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,0
15,-55,55,Parietal Lobe,Precuneus,Brodmann area 7,0
15,-50,55,Parietal Lobe,Precuneus,Brodmann area 7,0
15,-45,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
15,-40,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
15,-35,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
15,-15,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
15,-10,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
15,5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
15,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,0
15,30,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
15,35,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
20,-75,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
20,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
20,-65,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
20,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,0
20,-55,55,Parietal Lobe,Precuneus,Brodmann area 7,0
20,-50,55,Parietal Lobe,Precuneus,Brodmann area 7,0
20,-45,55,Frontal Lobe,Paracentral Lobule,Brodmann area 5,0
20,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
20,-30,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
20,-25,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
20,5,55,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,0
20,10,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,0
20,30,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
20,35,55,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,0
25,-70,55,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,0
25,-60,55,Parietal Lobe,Precuneus,Brodmann area 7,0
25,-50,55,Parietal Lobe,Sub-Gyral,Brodmann area 7,0
25,-45,55,Parietal Lobe,Sub-Gyral,Brodmann area 40,0
25,-40,55,Parietal Lobe,Sub-Gyral,Brodmann area 40,0
25,-35,55,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,0
25,-30,55,Parietal Lobe,Precentral Gyrus,Brodmann area 4,0
25,-25,55,Frontal Lobe,Precentral Gyrus,Brodmann area 4,0
25,-20,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,0
25,-15,55,Frontal Lobe,Precentral Gyrus,Brodmann area 6,0
25,-10,55,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,0
